feature,coefficient,abs_coefficient,coefficient_source,coefficient_training_rows,prediction_estimator
addr_state_GA,-0.06074034546810228,0.06074034546810228,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
purpose_major_purchase,0.060148428476299864,0.060148428476299864,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
total_bal_ex_mort,0.059316630562015187,0.059316630562015187,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
purpose_other,0.05661641394966196,0.05661641394966196,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_NV,0.05636038538047448,0.05636038538047448,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_CT,-0.05579329804261715,0.05579329804261715,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
initial_list_status_w,0.05230729189030315,0.05230729189030315,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_WI,-0.05126348047002271,0.05126348047002271,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_MN,0.05029389677643447,0.05029389677643447,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_HI,-0.049222988780594695,0.049222988780594695,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
mort_acc,-0.046284975609109956,0.046284975609109956,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_NJ,0.044077586808991355,0.044077586808991355,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_IN,0.040913227643828536,0.040913227643828536,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
verification_status_Verified,0.040693111221192464,0.040693111221192464,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
avg_cur_bal,-0.040079550373918374,0.040079550373918374,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
inq_last_6mths,0.039642759393807,0.039642759393807,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
delinq_2yrs,0.03960138194064431,0.03960138194064431,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_NC,0.039273783247606435,0.039273783247606435,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_MO,0.038485884211862074,0.038485884211862074,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
annual_inc,-0.03766523481195812,0.03766523481195812,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
open_acc,0.037422949485207316,0.037422949485207316,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
revol_bal,-0.03708964579097261,0.03708964579097261,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
purpose_house,-0.03426021745021684,0.03426021745021684,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_DE,-0.031899869619684385,0.031899869619684385,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_FL,0.03092971266552554,0.03092971266552554,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_MD,0.02896865291744481,0.02896865291744481,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_IL,-0.028727753712673068,0.028727753712673068,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
purpose_credit_card,-0.0273173670397954,0.0273173670397954,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
bc_open_to_buy,-0.024386204761772716,0.024386204761772716,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_OH,0.024220120277134716,0.024220120277134716,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
revol_util,0.024205794005097883,0.024205794005097883,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
home_ownership_OTHER,-0.02215585954925347,0.02215585954925347,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
total_bc_limit,-0.021964135743301024,0.021964135743301024,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_ID,-0.02186569586283025,0.02186569586283025,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_MT,0.021423381479394703,0.021423381479394703,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_KY,0.019386668813687235,0.019386668813687235,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
home_ownership_NONE,-0.018403858198571314,0.018403858198571314,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
application_type_Joint App,-0.017158068992694647,0.017158068992694647,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
pub_rec,0.01631495948730032,0.01631495948730032,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
pub_rec_bankruptcies,-0.011973812202549606,0.011973812202549606,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_PA,0.01083944026537833,0.01083944026537833,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
bc_util,-0.009564315892353695,0.009564315892353695,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
credit_history_months,0.009445960708158126,0.009445960708158126,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_IA,0.00873893370192456,0.00873893370192456,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
emp_length_num,-0.007954855273597643,0.007954855273597643,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_TN,0.0069101453773122035,0.0069101453773122035,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_CA,0.006355024601726817,0.006355024601726817,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_MA,0.006181519580180802,0.006181519580180802,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_TX,0.0045807106966208365,0.0045807106966208365,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_MI,0.0032181813766407642,0.0032181813766407642,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_ND,-0.0031466831107837684,0.0031466831107837684,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
purpose_debt_consolidation,-0.002887737226806842,0.002887737226806842,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_AZ,0.00251833697606559,0.00251833697606559,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
addr_state_VA,0.0004309161247905967,0.0004309161247905967,full_training_fitted_prediction_model,320000,statsmodels_regularized_probit_full_training
